dataset,n,method,group,n_test,status,CDE_loss__before,CDE_loss__after,log_lik__before,log_lik__after,CRPS__before,CRPS__after,PIT_KS__before,PIT_KS__after,coverage_90__before,coverage_90__after,interval_width__before,interval_width__after,coverage_abs_err__before,coverage_abs_err__after
Abalone,1000,FlexCode-RF,baseline,250,ok,-0.1935929901895979,-0.20514215791368406,-2.2382415991974414,-2.1802887874935855,1.0958136510777612,1.0568381122043662,0.0919129772698084,0.045275228912730836,0.96,0.92,10.77778976291648,7.547474847222829,0.05999999999999994,0.020000000000000018
Abalone,1000,TabPFN-2.5,foundation,250,ok,-0.9255949547679703,-0.9146257896488311,-0.7121234772358032,-0.7329179099681101,0.9610782238385527,0.9644501940056188,0.07220712741876428,0.03398278452036557,0.9,0.88,5.391280959990328,5.057027599988864,0.0,0.020000000000000018
Abalone,1000,RealTabPFN-2.5,foundation,250,ok,-0.9407474170490668,-0.9696907298768452,-0.7617592720555013,-0.7675928868502824,0.9512186595703102,0.9540636724669768,0.06558478109601312,0.03258991909558617,0.916,0.876,5.71640052021005,5.162590402591597,0.016000000000000014,0.02400000000000002
Abalone,1000,TabICL-Quantiles,foundation,250,ok,-0.21697232454057017,-0.21675356430138418,-2.011967211908029,-2.01370219331874,0.9802088302843952,0.9802446274783899,0.08097042280680522,0.03815162408686301,0.932,0.904,5.995863171296494,5.79880424987256,0.03200000000000003,0.0040000000000000036
Abalone,1000,LinearGauss-Homo,baseline,250,ok,-0.16160870406652755,-0.18753605322352862,-2.1705825517094275,-2.0760213036813746,1.0989340620319892,1.0702885373471027,0.13863584438739185,0.04266632022116956,0.932,0.884,7.175420455829426,5.837880705142452,0.03200000000000003,0.016000000000000014
Abalone,1000,LinearGauss-Hetero,baseline,250,ok,-0.1881200297888918,-0.1961709100556756,-2.060041525460793,-2.0314339371531354,1.0935580314077742,1.09250648311472,0.08282997712765132,0.03919815329826848,0.928,0.888,6.585907035749047,5.6135704937139135,0.028000000000000025,0.01200000000000001
Abalone,1000,Student-t,baseline,250,ok,-0.17722246720001256,-0.18709742679318855,-2.052632073440556,-2.0236675230412056,1.0759913488240918,1.0675493256346662,0.11491466878406897,0.03801948635313068,0.932,0.9,6.68356902085726,5.952161006965708,0.03200000000000003,0.0
Abalone,1000,LogNormal-Homo,baseline,250,ok,-0.18389561269407548,-0.18688681943952407,-1.9909989239892343,-1.9842362393736317,1.0729118196358114,1.0771759833755223,0.08464022984589303,0.03633896701948691,0.912,0.892,6.340703782837174,5.99660659189231,0.01200000000000001,0.008000000000000007
Abalone,1000,LogNormal-Hetero,baseline,250,ok,-0.1907395371571878,-0.18946202359341885,-1.9859625451436296,-1.9944517054052926,1.0963540738891306,1.10396749173152,0.054858351487639984,0.03267538409508375,0.912,0.884,6.151190773420187,5.826504837231218,0.01200000000000001,0.016000000000000014
Abalone,1000,MDN,baseline,250,ok,-0.1946474787711403,-0.18290846191330398,-1.945093695727399,-1.971840044768815,1.0438575970653419,1.050270793398372,0.06185614103830492,0.04499400114788379,0.868,0.844,5.819329215700943,5.512930618708706,0.03200000000000003,0.05600000000000005
Abalone,1000,Flow-Spline,baseline,250,ok,-0.20587880278603216,-0.19658735908320346,-1.9110159717765671,-1.935282416112983,1.056154020113964,1.0666291601433655,0.05482277927766946,0.04493268629885677,0.904,0.852,6.2833229837161255,5.769140144768366,0.0040000000000000036,0.04800000000000004
Abalone,1000,Quantile-Tree,baseline,250,ok,-0.24308304907552422,-0.22861368624413722,-2.44052219426416,-2.4467651071663976,1.0897853948952922,1.0917762149093093,0.05374576381327409,0.032430212388149915,0.896,0.852,7.1521895242018525,6.220663439619149,0.0040000000000000036,0.04800000000000004
Abalone,1000,Gamma-GLM,baseline,250,ok,-0.1814325476998295,-0.18649962282919705,-2.0131419504425727,-1.9954680487703986,1.0768254162623854,1.0787475380506562,0.09444156303332607,0.03793582804845397,0.928,0.9,6.412678538381413,5.964389096419829,0.028000000000000025,0.0
Abalone,1000,LinGauss-Homo-Ridge,baseline,250,ok,-0.16159996368619417,-0.18631131284950123,-2.1752136087848295,-2.085985081453668,1.1032042633393648,1.075781299930751,0.13554856548908012,0.04532194706391757,0.932,0.88,7.149812073595229,5.813569422169943,0.03200000000000003,0.020000000000000018
Abalone,1000,LinGauss-Hetero-Ridge,baseline,250,ok,-0.18889747184628516,-0.19531191888272564,-2.04821389152944,-2.01147456929418,1.0995453259251136,1.099283225457867,0.09282159558905922,0.04126492137307891,0.924,0.868,6.555529750722559,5.5314439438990135,0.02400000000000002,0.03200000000000003
Abalone,1000,Student-t-Ridge,baseline,250,ok,-0.17639908326823092,-0.18472176034321672,-2.0597889925717454,-2.0345969700603885,1.0816479639576897,1.0739011593428425,0.11461184194219887,0.04102059273202008,0.932,0.896,6.704547404427414,5.965768373837047,0.03200000000000003,0.0040000000000000036
Abalone,1000,LogNormal-Homo-Ridge,baseline,250,ok,-0.1834742703993697,-0.1868113862588706,-1.9948814401030426,-1.9883072851957937,1.0784443640681962,1.0826598942934762,0.07802705921031117,0.03860288260078659,0.916,0.88,6.3251083695276185,5.905401288021412,0.016000000000000014,0.020000000000000018
Abalone,1000,LogNormal-Hetero-Ridge,baseline,250,ok,-0.19271744719782427,-0.1925715034951615,-1.97564074207328,-1.978883802999488,1.0832823956558724,1.0909537138423113,0.06312686550326019,0.036467007849285915,0.908,0.884,6.097792340362916,5.676973386721878,0.008000000000000007,0.016000000000000014
Abalone,1000,Gamma-GLM-Ridge,baseline,250,ok,-0.15300787136975008,-0.16429537402999916,-2.1772837169102672,-2.143548064137749,1.2400253854445877,1.2369959033355475,0.09519582524338155,0.04050097206765746,0.9,0.884,7.29607063993423,6.635348907245791,0.0,0.016000000000000014
Abalone,1000,BART-Homo,baseline,250,ok,-0.15489457200169612,-0.180518303963888,-2.2410742242719364,-2.123039775629208,1.1667153387174598,1.1368880269154111,0.1513202565171191,0.04279319024066297,0.92,0.864,7.361185184216493,6.061726519321071,0.020000000000000018,0.03600000000000003
Abalone,1000,BART-Hetero,baseline,250,ok,-0.15680724879170196,-0.17485813876720693,-2.7210536673404433,-2.622396593195321,1.1537660961174616,1.133766022476436,0.16810610544332047,0.10162395551125769,0.704,0.744,3.515240008027866,4.072924803957139,0.19600000000000006,0.15600000000000003
Abalone,1000,CatMLP,baseline,250,ok,-0.6765718013404444,-0.6645472825761419,-0.7689450616194711,-0.7681092765363232,1.0390575438669272,1.0397381704938515,0.08777573255097854,0.031615981584458885,0.928,0.876,6.522869144131121,5.831935113208806,0.028000000000000025,0.02400000000000002
Abalone,50,FlexCode-RF,baseline,13,skipped:too_small,-0.11143314842061039,,-5.356558595234879,,1.5884616196102608,,0.3009628733269426,,1.0,,14.056274754500429,,0.09999999999999998,
Abalone,50,TabPFN-2.5,foundation,13,skipped:too_small,-0.18791709448834248,,-2.0472787552669987,,1.2547266986751053,,0.16155060617425526,,0.7692307692307693,,6.476391725567552,,0.13076923076923075,
Abalone,50,RealTabPFN-2.5,foundation,13,skipped:too_small,-0.1884429071051992,,-2.04787418691948,,1.271034097553658,,0.20026932200534975,,0.7692307692307693,,6.345774043944562,,0.13076923076923075,
Abalone,50,TabICL-Quantiles,foundation,13,skipped:too_small,-0.1491527398081872,,-2.0393825388032463,,1.2271583875543846,,0.18630905320853342,,0.9230769230769231,,6.76285899196203,,0.023076923076923106,
Abalone,50,LinearGauss-Homo,baseline,13,skipped:too_small,-0.09037729339261122,,-2.54816426127873,,1.5688645048342855,,0.29192484176297145,,1.0,,13.398567151673708,,0.09999999999999998,
Abalone,50,LinearGauss-Hetero,baseline,13,skipped:too_small,0.46190699641298305,,-7.610754151278032,,1.5168580299854098,,0.2840296281788902,,0.6153846153846154,,6.501573960486324,,0.2846153846153846,
Abalone,50,Student-t,baseline,13,skipped:too_small,-0.1030707215700143,,-2.4244529230335297,,1.501867289250091,,0.20909768723315725,,0.9230769230769231,,9.935778892376096,,0.023076923076923106,
Abalone,50,LogNormal-Homo,baseline,13,skipped:too_small,-0.11376059128940137,,-2.365250163673205,,1.4400583927544752,,0.19351484996381796,,1.0,,11.068738257371555,,0.09999999999999998,
Abalone,50,LogNormal-Hetero,baseline,13,skipped:too_small,0.07986045945301955,,-4.686564688364023,,1.768639201062127,,0.375256217206174,,0.5384615384615384,,5.879340042106987,,0.3615384615384616,
Abalone,50,MDN,baseline,13,skipped:too_small,-0.09513800794906617,,-3.312025558111592,,1.4435196357050608,,0.2280933517563678,,0.9230769230769231,,7.383236576131556,,0.023076923076923106,
Abalone,50,Flow-Spline,baseline,13,skipped:too_small,-0.13897527673590254,,-2.3721511790108636,,1.446941841195394,,0.18430812872573674,,0.9230769230769231,,11.882846444418199,,0.023076923076923106,
Abalone,50,Quantile-Tree,baseline,13,skipped:too_small,0.18820414748733516,,-3.1281850622129364,,1.6097729127593783,,0.16652458770850476,,0.9230769230769231,,12.489476305995241,,0.023076923076923106,
Abalone,50,Gamma-GLM,baseline,13,skipped:too_small,-0.09644341120615277,,-2.5081875745225406,,1.508942149432336,,0.2723372651380609,,1.0,,12.96922035559442,,0.09999999999999998,
Abalone,50,LinGauss-Homo-Ridge,baseline,13,skipped:too_small,-0.09389959577130091,,-2.5470841110200926,,1.5281096230846174,,0.2486786623498374,,1.0,,14.215529063983213,,0.09999999999999998,
Abalone,50,LinGauss-Hetero-Ridge,baseline,13,skipped:too_small,-0.14260313859753293,,-2.4452730111343035,,1.4503121001355908,,0.2528661534588758,,0.9230769230769231,,8.808525600040086,,0.023076923076923106,
Abalone,50,Student-t-Ridge,baseline,13,skipped:too_small,-0.11868873268675434,,-2.32698298586299,,1.3295048427031704,,0.244399267029071,,0.9230769230769231,,11.247745242010527,,0.023076923076923106,
Abalone,50,LogNormal-Homo-Ridge,baseline,13,skipped:too_small,-0.12296141221443789,,-2.3184050365580657,,1.2856999704382437,,0.23600244621246194,,1.0,,11.853763725833167,,0.09999999999999998,
Abalone,50,LogNormal-Hetero-Ridge,baseline,13,skipped:too_small,0.0024834922457554263,,-3.4608097137832172,,1.4170254791615142,,0.283664106961151,,0.6153846153846154,,5.264615781813541,,0.2846153846153846,
Abalone,50,Gamma-GLM-Ridge,baseline,13,skipped:too_small,-0.12654616665378213,,-2.316337466844174,,1.3949355499909173,,0.2536196287410782,,1.0,,10.931127862303828,,0.09999999999999998,
Abalone,50,BART-Homo,baseline,13,skipped:too_small,-0.045456571652444065,,-3.0280838745273924,,2.703398460129215,,0.4318238812845681,,0.8461538461538461,,12.815158790246407,,0.05384615384615388,
Abalone,50,BART-Hetero,baseline,13,skipped:too_small,-0.04942535526882483,,-2.8733866529848564,,2.433444741253522,,0.5600129259613963,,0.9230769230769231,,12.734127768933199,,0.023076923076923106,
Abalone,50,CatMLP,baseline,13,skipped:too_small,-0.12566019369409065,,-2.5419371073453627,,2.2360407952395667,,0.30340602351550894,,0.9230769230769231,,18.199234972044195,,0.023076923076923106,
Abalone,500,FlexCode-RF,baseline,125,ok,-0.17491500113111966,-0.17131518765756149,-2.795391738165736,-2.7920738576346933,1.1681834689288007,1.1523677526236389,0.12065244653153173,0.051801609852330066,0.968,0.968,11.01164578213343,10.506439981410933,0.06799999999999995,0.06799999999999995
Abalone,500,TabPFN-2.5,foundation,125,ok,-0.8505956488341715,-0.7828025876429043,-0.8805452544031024,-0.9246188387504224,0.9713004509492026,0.9852411825030974,0.04909144900451534,0.03461245513891481,0.896,0.912,5.814578253310547,5.601425255127028,0.0040000000000000036,0.01200000000000001
Abalone,500,RealTabPFN-2.5,foundation,125,ok,-0.7578997611514537,-0.6975312558517496,-1.0344224486136346,-1.0707057192183338,0.9902955724774782,1.0003715660590267,0.05405952372879952,0.03860912177998088,0.896,0.896,5.956620418159054,5.760470471378897,0.0040000000000000036,0.0040000000000000036
Abalone,500,TabICL-Quantiles,foundation,125,ok,-0.20370168309835804,-0.18155196332860862,-1.9790432845618426,-2.0500718481927382,0.9585516768226622,0.9735681345089936,0.056698635097371164,0.043742203508251004,0.92,0.936,6.291435857740831,6.49665857345763,0.020000000000000018,0.03600000000000003
Abalone,500,LinearGauss-Homo,baseline,125,ok,-0.14630976662199424,-0.14325672896080371,-2.1449597292740785,-2.1490798391744304,1.1282117569272814,1.1113254529529213,0.1458820930298872,0.04325682533991104,0.928,0.904,7.174287862675122,6.27590901040487,0.028000000000000025,0.0040000000000000036
Abalone,500,LinearGauss-Hetero,baseline,125,ok,-0.16333578104804247,-0.15631327074962936,-2.0577578130072416,-2.055504053935462,1.1036733765173206,1.0748165306612438,0.13955647706351315,0.051573445491757935,0.928,0.92,6.9993718338659985,7.009600261941548,0.028000000000000025,0.020000000000000018
Abalone,500,Student-t,baseline,125,ok,-0.15007576866822422,-0.14298761911678648,-2.116878897936983,-2.136739072689727,1.1218037125291649,1.1126391963672702,0.1300199675454915,0.03487054045416776,0.896,0.912,6.380442614952357,6.901747761474483,0.0040000000000000036,0.01200000000000001
Abalone,500,LogNormal-Homo,baseline,125,ok,-0.1702083332415129,-0.16650885306997248,-1.9978502239057807,-2.0094046655389093,1.082629617299792,1.0763446382699118,0.11627344661256012,0.03664348596131922,0.92,0.92,6.503812331256887,6.335216360661052,0.020000000000000018,0.020000000000000018
Abalone,500,LogNormal-Hetero,baseline,125,ok,-0.17297858461667862,-0.15118625612965284,-1.9938097612390768,-2.0452985778333628,1.0831164664301007,1.078194866031888,0.09053287747927963,0.03967621061067794,0.888,0.864,6.5368487222356775,6.378766879721664,0.01200000000000001,0.03600000000000003
Abalone,500,MDN,baseline,125,ok,-0.18132543334577966,-0.17153823088204115,-1.9818049100514277,-1.986757591744553,1.0221879507291296,1.018611053502803,0.08881223915559511,0.04364231413337616,0.856,0.88,5.979879338943174,6.565108841541539,0.04400000000000004,0.020000000000000018
Abalone,500,Flow-Spline,baseline,125,ok,-0.2054035961376113,-0.1806686579000275,-1.8997455794151126,-1.9444969809688988,1.0050468289563033,1.0067190115121243,0.06308087921044492,0.036414172595000904,0.928,0.912,7.170534351063264,6.548596490069994,0.028000000000000025,0.01200000000000001
Abalone,500,Quantile-Tree,baseline,125,ok,-0.2654839108913957,-0.25444122638617345,-2.212431394778225,-2.2460579881208296,1.1065810999718955,1.1226155827233533,0.05843049699141606,0.04995039900728992,0.928,0.928,7.761637626090491,8.210087640689315,0.028000000000000025,0.028000000000000025
Abalone,500,Gamma-GLM,baseline,125,ok,-0.1670094482985959,-0.1620706168258246,-2.0130587453907,-2.022616884169514,1.0954209139714584,1.0848971265180434,0.12007554352823002,0.04749969954319763,0.928,0.904,6.588294301906372,6.343133535671968,0.028000000000000025,0.0040000000000000036
Abalone,500,LinGauss-Homo-Ridge,baseline,125,ok,-0.14677716956930015,-0.14710837752866723,-2.1402286044193075,-2.130929873512502,1.1220040799594313,1.102994783266485,0.15574978621110458,0.04694279766175613,0.936,0.912,7.203364981114004,6.33724973347239,0.03600000000000003,0.01200000000000001
Abalone,500,LinGauss-Hetero-Ridge,baseline,125,ok,-0.16571929813678424,-0.17374555034016945,-2.05546166306682,-2.0192266810705832,1.1027637264438461,1.0867004081006844,0.13388273936802225,0.04989484435650948,0.92,0.904,7.030974743072013,6.867780768849172,0.020000000000000018,0.0040000000000000036
Abalone,500,Student-t-Ridge,baseline,125,ok,-0.1517203433209322,-0.1452208946232879,-2.109973748925237,-2.1243287460341715,1.114497013411905,1.1040711895626223,0.13351956848555582,0.038442172096516854,0.912,0.92,6.414682634331361,7.000499606306917,0.01200000000000001,0.020000000000000018
Abalone,500,LogNormal-Homo-Ridge,baseline,125,ok,-0.16986695757172515,-0.17335934961192023,-1.9979616509933065,-1.9933892769473482,1.085981662329612,1.0777686488422857,0.1163060082140579,0.035942131993969034,0.92,0.92,6.523628597336087,6.4971014997523655,0.020000000000000018,0.020000000000000018
Abalone,500,LogNormal-Hetero-Ridge,baseline,125,ok,-0.17329144815390324,-0.15143339105165288,-1.9911055857317994,-2.0414802452004004,1.083775028568622,1.0778396751210515,0.08744324769781386,0.04076771184805772,0.88,0.864,6.473217568004276,6.401013715929668,0.020000000000000018,0.03600000000000003
Abalone,500,Gamma-GLM-Ridge,baseline,125,ok,-0.15560650267388937,-0.16735599427224807,-2.1065315987743047,-2.04164309284651,1.164101468826939,1.1319263052943278,0.17185717162886327,0.08194242876908175,0.936,0.864,7.7643847342947705,6.196360346741345,0.03600000000000003,0.03600000000000003
Abalone,500,BART-Homo,baseline,125,ok,-0.13947067606347333,-0.17364189182044576,-2.250673123504461,-2.1248180132087913,1.2128834873528598,1.1651038765044255,0.1677621714829483,0.05030618844672646,0.928,0.88,8.153113952414643,6.435696206551304,0.028000000000000025,0.020000000000000018
Abalone,500,BART-Hetero,baseline,125,ok,-0.11846554883075196,-0.15348709441446654,-2.9379976694441767,-2.761020458352932,1.2239701177320987,1.169379497752777,0.2331330776124932,0.09384707239085388,0.696,0.76,3.702064484689575,4.443974779782279,0.20400000000000007,0.14
Abalone,500,CatMLP,baseline,125,ok,-0.48052300230962575,-0.47360682470777243,-1.1628144502810194,-1.1631195358645134,1.2747120725681729,1.2688289951567084,0.12232369172191013,0.05338241505423752,0.936,0.856,8.648500541650039,7.501096714607847,0.03600000000000003,0.04400000000000004
Ailerons,1000,FlexCode-RF,baseline,250,ok,-1661.6342654318125,-1781.153237933298,7.155847141277987,7.279824430290134,0.00010203167426750493,9.35719881135665e-05,0.12520660160637043,0.037252093492782246,1.0,0.904,0.001314581243068667,0.0005709763626293837,0.09999999999999998,0.0040000000000000036
Ailerons,1000,TabPFN-2.5,foundation,250,ok,-7925.117206220214,-7754.084261843014,8.145519344879688,8.122733545924158,7.731894976167689e-05,7.78772965979888e-05,0.03763212612568634,0.02842249761958171,0.912,0.864,0.00043121114820270735,0.0003983110552845926,0.01200000000000001,0.03600000000000003
Ailerons,1000,RealTabPFN-2.5,foundation,250,ok,-7362.916339480952,-7342.898188934777,8.138956412633165,8.127605062720162,7.675594994220223e-05,7.720390435391399e-05,0.05415698385565537,0.03406408967113572,0.908,0.876,0.0004429494912128553,0.00040596219532914533,0.008000000000000007,0.02400000000000002
Ailerons,1000,TabICL-Quantiles,foundation,250,ok,-2516.5210265193487,-2454.250901346492,7.363356564469066,7.349931383770911,7.676298430153128e-05,7.718723191664754e-05,0.049895021869227785,0.025919902397311123,0.904,0.892,0.00045109365087700595,0.00043670413358684075,0.0040000000000000036,0.008000000000000007
Ailerons,1000,LinearGauss-Homo,baseline,250,ok,-1823.6972164949664,-1781.6339768850526,7.268488672095218,7.255264585484386,9.197959009187537e-05,9.245068074896451e-05,0.04374026417095733,0.032717673492571486,0.896,0.876,0.000537298627811763,0.0004963803730976112,0.0040000000000000036,0.02400000000000002
Ailerons,1000,LinearGauss-Hetero,baseline,250,ok,-1599.1660876797177,-1833.290674207824,6.879220838198021,7.001840977669712,9.387781965333514e-05,9.182001639366705e-05,0.13949760629382335,0.07605506344482849,0.716,0.768,0.00031159943902942986,0.00037375034439189803,0.18400000000000005,0.132
Ailerons,1000,Student-t,baseline,250,ok,-1844.7763200454508,-1762.3417462657721,7.297680182496301,7.276892205483022,9.181202661728197e-05,9.24527428071465e-05,0.02709417455495855,0.03201726636852087,0.892,0.884,0.0005248855134122719,0.0005091110782938878,0.008000000000000007,0.016000000000000014
Ailerons,1000,LogNormal-Homo,baseline,250,ok,-1774.1361205154737,-1735.6445764028686,7.236237705810606,7.2273353265224305,9.320042115900565e-05,9.347679426193131e-05,0.04709593190305582,0.025107581092462417,0.904,0.872,0.0005555751729249034,0.0005126100782762723,0.0040000000000000036,0.028000000000000025
Ailerons,1000,LogNormal-Hetero,baseline,250,ok,-1271.9376077631066,-1647.1826001702727,6.53570178895543,6.727607588534374,9.591677116813573e-05,9.257946951387789e-05,0.1634557787964356,0.09557216649255985,0.64,0.732,0.00027237879601103865,0.0003335847709418591,0.26,0.16800000000000004
Ailerons,1000,MDN,baseline,250,ok,-2056.1823580737027,-1961.3689705613735,7.241741294871192,7.231424797121134,8.75165702283594e-05,8.793111108427739e-05,0.03763298581297132,0.028947254877840944,0.844,0.88,0.00046818493156209983,0.0004981659614351218,0.05600000000000005,0.020000000000000018
Ailerons,1000,Flow-Spline,baseline,250,ok,-1489.0403818685168,-1571.2544972820342,7.286044934522759,7.29985422200013,8.953901450895674e-05,8.80362043839539e-05,0.1445678413530752,0.04015419056975511,0.912,0.904,0.0005090036322346734,0.0005437249055630157,0.01200000000000001,0.0040000000000000036
Ailerons,1000,Quantile-Tree,baseline,250,ok,-1634.0873727438147,-1549.050734728618,6.199852951528491,6.181860724008318,8.95941464912618e-05,8.985282389702803e-05,0.06991643270527009,0.03722886005421878,0.9,0.92,0.0006789542553050112,0.0007471875345426882,0.0,0.020000000000000018
Ailerons,1000,Gamma-GLM,baseline,250,ok,-1774.65457436765,-1738.9656828853283,7.236966694655006,7.2275126197815505,9.321589954262255e-05,9.349552320613105e-05,0.04722081880438754,0.027043549467936523,0.9,0.872,0.0005549792476394394,0.0005081787573776448,0.0,0.028000000000000025
Ailerons,1000,LinGauss-Homo-Ridge,baseline,250,ok,-1841.633019681461,-1798.2665092503455,7.289417177261525,7.274884629659697,9.028862200083076e-05,9.078269546358733e-05,0.061807982254732385,0.04249375160298374,0.904,0.884,0.0005368404991240533,0.0004958853461522821,0.0040000000000000036,0.016000000000000014
Ailerons,1000,LinGauss-Hetero-Ridge,baseline,250,ok,-1814.9235893182483,-1742.094686182148,6.956804411740428,6.9419915786780795,9.66972192071311e-05,9.669084350943958e-05,0.062160293752531515,0.050485645885018804,0.844,0.844,0.0005474152141701032,0.0005354864024785444,0.05600000000000005,0.05600000000000005
Ailerons,1000,Student-t-Ridge,baseline,250,ok,-1865.4451490660572,-1778.9920344222216,7.317700889136222,7.294886979992845,9.010912150397551e-05,9.077028927658412e-05,0.04111101214023882,0.0369254182470975,0.9,0.896,0.0005241183681781731,0.0005126313983738598,0.0,0.0040000000000000036
Ailerons,1000,LogNormal-Homo-Ridge,baseline,250,ok,-1791.4438490631455,-1765.8860961246532,7.254903723250807,7.247914755514885,9.160434080645571e-05,9.190892027071631e-05,0.057049643140983486,0.03442076933791882,0.908,0.888,0.0005550014837402397,0.0005179276945482032,0.008000000000000007,0.01200000000000001
Ailerons,1000,LogNormal-Hetero-Ridge,baseline,250,ok,-1339.34324552783,-1615.7544771974542,6.552666602882961,6.727705284703363,9.506517161574646e-05,9.207341701342966e-05,0.1522304454418465,0.09058695966676589,0.636,0.752,0.0002717402395225748,0.0003321125491791185,0.264,0.14800000000000002
Ailerons,1000,Gamma-GLM-Ridge,baseline,250,ok,-1402.2538399731636,-1380.9601959204404,7.027180527201301,7.027343723362674,0.00011684969753323306,0.00011697197468466685,0.07502001410204462,0.034280574490418214,0.928,0.88,0.0007248674547057219,0.0006456859546317142,0.028000000000000025,0.020000000000000018
Ailerons,1000,BART-Homo,baseline,250,ok,-363.7174280828208,-779.6193780312017,5.896265834143462,6.399856243935712,0.00040370125902541604,0.0002052370757174798,0.4580755720751381,0.13741742136879764,1.0,0.952,0.002474971965627166,0.0012425712965492815,0.09999999999999998,0.051999999999999935
Ailerons,1000,BART-Hetero,baseline,250,ok,357.2269914903126,-365.01014366207886,5.201316146764959,5.666401517785594,0.00037739246017558394,0.0003262438937056402,0.38181653492474454,0.14885095227018558,0.704,0.76,0.0010471178346782395,0.0011518574892708737,0.19600000000000006,0.14
Ailerons,1000,CatMLP,baseline,250,ok,-3562.1901109278137,-3433.4391426471357,7.881646184167837,7.897212443352139,0.00011888237766383733,0.00011762780129920619,0.08275454374609659,0.027034549977201006,0.952,0.908,0.0008616878655192296,0.0007364116848403184,0.051999999999999935,0.008000000000000007
Ailerons,10000,FlexCode-RF,baseline,2500,ok,-1937.8137079271585,-2116.3083319929533,7.148124477867366,7.292341192106314,0.00010559212547169879,8.861658013441256e-05,0.13588753101284912,0.006528021686373786,0.9808,0.896,0.001869213176095191,0.000544423911856444,0.08079999999999998,0.0040000000000000036
Ailerons,10000,TabPFN-2.5,foundation,2500,ok,-6589.951726886233,-6497.332667229914,8.122029119198125,8.117642982067835,7.515125645653462e-05,7.524887382060857e-05,0.03886533926430097,0.010929383084530397,0.8924,0.8936,0.00042291114600714267,0.00042948453297911196,0.007600000000000051,0.006400000000000072
Ailerons,10000,RealTabPFN-2.5,foundation,2500,ok,-6999.736320477876,-7010.522555720619,8.109190643140941,8.106737721132665,7.526163862890227e-05,7.527970059256032e-05,0.03177365060856724,0.010968128085512285,0.8992,0.8944,0.0004337642945220576,0.00043235644211632413,0.0008000000000000229,0.005600000000000049
Ailerons,10000,TabICL-Quantiles,foundation,2500,ok,-2716.2457323431436,-2681.4955798922883,7.465500140359855,7.458728431368901,7.583584264782364e-05,7.584768363043406e-05,0.015673886930367364,0.007602665539422793,0.904,0.902,0.0004588895487487881,0.0004511313616492467,0.0040000000000000036,0.0020000000000000018
Ailerons,10000,LinearGauss-Homo,baseline,2500,ok,-1779.0483315915465,-1798.8055269241784,7.259031097222573,7.2682313459416745,9.249846326739467e-05,9.216509735988815e-05,0.04856044090530917,0.0063603759844144125,0.9144,0.8996,0.0005757664886475728,0.000547608743594681,0.014399999999999968,0.00040000000000006697
Ailerons,10000,LinearGauss-Hetero,baseline,2500,ok,-1373.0575875229235,-1837.9877904463235,6.793290410931151,7.106515248889162,9.569742701272545e-05,9.090545287272201e-05,0.1375367195392958,0.05853106435847564,0.6384,0.7984,0.0002917465522566881,0.0004083585161568818,0.26160000000000005,0.10160000000000002
Ailerons,10000,Student-t,baseline,2500,ok,-1819.8763294527907,-1791.2635244291994,7.2806969806416495,7.275937695281816,9.213309015145461e-05,9.219001490708552e-05,0.01964851222916053,0.007325856226382044,0.8984,0.9,0.0005424573462093614,0.0005458746008129753,0.0016000000000000458,0.0
Ailerons,10000,LogNormal-Homo,baseline,2500,ok,-1726.3570660867413,-1763.761051917714,7.228813281912837,7.24503499005007,9.402703918189181e-05,9.347577369311073e-05,0.059133657392204525,0.0061052405877616844,0.9176,0.902,0.0005966892684523915,0.0005595158551265344,0.01759999999999995,0.0020000000000000018
Ailerons,10000,LogNormal-Hetero,baseline,2500,ok,-1305.5910677880709,-1768.5972346666024,6.741944722477501,7.061401960496549,9.711750067030656e-05,9.203870449686208e-05,0.14331342909900613,0.06268584164795238,0.6356,0.7936,0.00029056971923496544,0.00040722056125432646,0.26439999999999997,0.10640000000000005
Ailerons,10000,MDN,baseline,2500,ok,-2121.3923035751795,-2104.2394487521638,7.407304074070233,7.403528116794101,8.416997530647283e-05,8.424447890486313e-05,0.01317670908815649,0.006946445617978858,0.8816,0.898,0.00048403769306183675,0.0005117930812572034,0.018399999999999972,0.0020000000000000018
Ailerons,10000,Flow-Spline,baseline,2500,ok,-2093.285386495143,-2093.038773710628,7.399482445874529,7.4043102049890335,8.52999766877812e-05,8.451535123827042e-05,0.07304745705052224,0.007087183921214213,0.894,0.8956,0.0005028026601402416,0.0004966736640559115,0.006000000000000005,0.0044000000000000705
Ailerons,10000,Gamma-GLM,baseline,2500,ok,-1729.348005137313,-1762.6213208705929,7.2279435037555055,7.243040962167902,9.40045895760509e-05,9.345886968296875e-05,0.0590966861288634,0.0067707375432938255,0.9172,0.9024,0.0005955041881542387,0.0005596074891184025,0.017199999999999993,0.0023999999999999577
Ailerons,10000,LinGauss-Homo-Ridge,baseline,2500,ok,-1781.4294162373885,-1808.2148748032548,7.256038353881334,7.266741409235008,9.262255418046798e-05,9.22974371358203e-05,0.04852791501335249,0.00703998270663353,0.916,0.896,0.0005742760222766739,0.0005444113150758127,0.016000000000000014,0.0040000000000000036
